Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1560,,,Mantua machzor printing completed,The Mantua Roman-rite machzor was completed in 5320 (1560).,"Begun in 1557, the Mantua edition of the Roman-rite machzor was completed in 5320 (1560).",publication,"mantua, machzor, roman rite",,Chabad Library/תערוכות_הספריה
1568,,,Machzor printed in Venice,A machzor was printed in Venice in 5328 (1568).,The Venice edition of 5328 (1568) is one of the early machzorim preserved in the library's collection.,publication,"venice, italy, machzor",,Chabad Library/תערוכות_הספריה
1574,,,Rabbi Yosef Karo brings new Rambam edition to press in Venice,"In 5334 (1574), after a twenty-year hiatus following the 1550 controversy, Rabbi Yosef Karo issued a new edition of Rambam in Venice with his Kessef Mishneh commentary.","In 5334 (1574), after more than twenty years in which no Rambam was printed in the wake of the Bragadin–Justinian controversy, Rabbi Yosef Karo (author of the Shulchan Aruch) brought a corrected edition of Rambam's Mishneh Torah to press in Venice. The edition included his commentary Kessef Mishneh, and several copies are preserved in the Chabad Library.",publication,"italy, venice, yosef karo, rambam, kessef mishneh",,Chabad Library/תערוכות_הספריה
1574,,,Shulchan Aruch printed in Venice,Rabbi Yosef Karo's Shulchan Aruch was printed in Venice in 5334 (1574).,"Among the early Venetian printings of the Shulchan Aruch, this 1574 edition helped fix Karo's halachic code as the central reference work of Jewish law.",publication,"shulchan aruch, venice, yosef karo",,Chabad Library/תערוכות_הספריה
1574,,,Small-format Shulchan Aruch printed in Venice,"In 5334 (1574), a small octavo-format edition of the Shulchan Aruch was printed in Venice.","In 5334 (1574), a small octavo (8°) format edition of Rabbi Yosef Karo's Shulchan Aruch was issued in Venice, alongside the larger Rambam edition published that year. The small format was intended for portable personal use.",publication,"italy, venice, shulchan aruch, yosef karo",,Chabad Library/תערוכות_הספריה
1574,,,Venice edition of Rambam printed,A Venice edition of the Rambam was printed in 5334.,"In 5334 (1574), a Venice edition of the Rambam was printed. A surviving copy bearing the stamp of R' Avraham Klatzkin, the Chabad rabbi of Lozna, turned up in the Polyakov collection (originally the Schneersohn collection) at the Lenin Library in Moscow when Chabad emissaries searched it in 1991, helping confirm the collection's true origin.",publication,"rambam, venice, klatzkin, lozna, early print",,Chabad Library/יומן_השליחות_המיוחדת
1589,,,Tosafot Chagigah copied by hand in Egypt,"In 5349 (1589), a portion of Tosafot to Tractate Chagigah was copied by hand in Egypt onto a blank page of the Wadi al-Hijara Talmud.","In 5349 (1589), a rabbi in Egypt who owned a Spanish-edition Talmud — which had been printed with Rashi but without Tosafot — copied a portion of the Tosafot on Tractate Chagigah by hand into a blank leaf at the start of his copy. The page is preserved in the Chabad Library archive.",publication,"egypt, manuscript, tosafot, chagigah",,Chabad Library/תערוכות_הספריה
1623,,,Lublin reprint of the Cremona Zohar,The Cremona-text Zohar Gadol was reprinted in Lublin in 5383-5384 (1623-1624).,"The large-format Cremona edition of the Zohar was reissued in Lublin in 5383-5384 (1623-1624), continuing the textual tradition distinct from the Mantua line.",publication,"lublin, poland, zohar gadol, kabbalah",,Chabad Library/תערוכות_הספריה
1641,,,Manuscript of Darkei Moshe and Maharshal's glosses copied in Szydłów,"In 5401 (1641), a manuscript volume containing the long Darkei Moshe of the Rema and the Maharshal's glosses on the Tur was completed in Szydłów.","In 5401 (1641), a scribe in Szydłów, near Krakow, completed copying a manuscript volume containing two works of glosses on the Tur and Beit Yosef: the long recension of Rema's Darkei Moshe, and Maharshal's glosses on the Tur (which were never independently printed but were later incorporated into the Derisha, Perisha, and Bach).",publication,"poland, szydlow, manuscript, rema, maharshal, tur",,Chabad Library/תערוכות_הספריה
1649,,,R' Shmuel Vital begins writing Shemoneh Shearim in Damascus,"In 5409, R' Shmuel Vital began writing in Damascus the eight-volume Shemoneh Shearim manuscript of his father R' Chaim Vital's teachings of the Arizal.","R' Shmuel Vital completed the eight-volume autograph of the Shaarim between 5409 and 5413 (1649-1653), noting his location and date in each volume. The set was acquired for the Lubavitch library and catalogued as numbers 1942-1949. It was one of the manuscript treasures that drew Soviet interest during the 1927 search.",publication,"shmuel vital, damascus, kabbalah, arizal, manuscript",,Chabad Library/תולדות_חב״ד_ברוסיה
1655,,,Rabbi Yehuda ibn Attar born in Fez,"Rabbi Yehuda ibn Attar, future head of the rabbis of Fez, was born in Fez (5415).","Yehuda ibn Attar was born in Fez (פאס) in the Hebrew year 5415 (1655). He would become the leading halachic authority of Moroccan Jewry, known by Moroccan Jews as 'Arbi Alkabir' (Our Great Rabbi). His family pedigree traced through generations of Fez scholars: his father R. Yaakov, grandfather R. Avraham, and great-grandfather R. Yaakov.","rebbe, general","morocco, fez, yehuda ibn attar, sephardi",,Chabad Library/מבית_הגנזים
1659,10,,Ancient Moroccan ketubah,"A decorated parchment ketubah dated 8 Cheshvan 5420, apparently from Morocco, records the marriage of Avraham to Esther bat Massoud ibn Attiyah.","A second ancient ketubah in the Lubavitcher archive, discovered inside the binding of an old library book, is written on parchment in square and Sephardic Rashi script with decorative ornamentation. Dated 8 Cheshvan 5420 (with the place name partially damaged but appearing to be in Morocco), it records the wedding of a groom named Avraham to the maiden Esther bat Massoud ibn Attiyah.",general,"morocco, ketubah, manuscript, sephardi",,Chabad Library/מבית_הגנזים
1660,,,Ancient ketuba dated 5420,A ketuba dated to 5420 (1660) is preserved in the Chabad library's manuscript collection.,"Among the library's ancient ketubot is this 1660 marriage contract, witnessing Jewish family life of the mid-seventeenth century.",general,"ketuba, manuscript",,Chabad Library/תערוכות_הספריה
1666,,,Highly accurate Amsterdam Tanach printed,"An exceptionally accurate Tanach was printed in Amsterdam in 5426–5427 (1666–1667), later used by the Tzemach Tzedek.","This Amsterdam edition of the Tanach was edited by Jewish and Christian scholars and regarded as essentially error-free, with Latin glosses on certain words. Printing began in 5426 and concluded with approbations dated 5427. The Tzemach Tzedek later owned a copy, used it to recite the haftarah, and added marginal notes on textual readings, on minhag differences for which haftarah to read, and on triennial division points.",publication,"amsterdam, tanach, tzemach tzedek bible, printing",,Chabad Library/מבית_הגנזים
1673,5,,Birth of Rabbi Yaakov ibn Tzur (the Yaavetz) in Meknes,"Rabbi Yaakov ibn Tzur, known as the Yaavetz, was born on Shabbat 27 Iyar 5433 in Meknes, Morocco.","Rabbi Yaakov ibn Tzur, later known as the Yaavetz and one of Morocco's preeminent halachic authorities, was born on Shabbat, 27 Iyar 5433 (May 1673), in Meknes. He was the son of Rabbi Reuven ibn Tzur. Strikingly, on the day of his circumcision (5 Sivan 5433) the renowned Land of Israel emissary Rabbi Elisha Ashkenazi passed away in Meknes, evoking the Talmudic image of one sun rising as another sets.",general,"morocco, meknes, yaavetz, yaakov-ibn-tzur, sephardic, ibn-tzur-family",,Chabad Library/מבית_הגנזים
1680,,,Ancient ketubah from Crimea,"A ketubah dated 21 Av 5440 from Krasov in Crimea records the marriage of Menachem ben Yosef to Sara bat Gershon Ashkenazi, with a dowry of 49,148 lakhans.","Among the more than fifty ancient ketubot in the Lubavitcher library archive is one from Krasov (Karasubazar) in Crimea, dated 21 Av 5440. The document records the union of Menachem ben Yosef Walid with Sara bat Gershon Ashkenazi; her dowry — including gold jewelry, silverware, garments listed in Tatar, copper vessels, and bedding — totaled 44,680 lakhans, to which the groom added 4,468 for a total of 49,148 lakhans in the coin of Murat Giray. The ketubah reached the Rebbe Rayatz in 5685 through the bibliographer R' Shmuel Wiener.",general,"crimea, krasov, ketubah, manuscript, tatar",,Chabad Library/מבית_הגנזים
1683,,,Ibn Tzur family relocates from Meknes to Fez,A 5443 book-purchase notation suggests the Yaavetz's father moved the family from Meknes to Fez when Yaakov was about ten.,"Rabbi Reuven ibn Tzur, father of the Yaavetz, relocated his family from Meknes to Fez during the Yaavetz's youth. A note in a 1559 Riva di Trento Mishnayot volume — now preserved in the Library of Agudat Chasidei Chabad — records his father purchasing it in Fez in 5443 (1683), suggesting the move took place when Yaakov was roughly ten years old. The Yaavetz would spend most of his life in Fez.",location,"morocco, meknes, fez, yaavetz, ibn-tzur-family",,Chabad Library/מבית_הגנזים
1684,,,Sulzbach reprint of the Cremona Zohar,The Cremona-text Zohar Gadol was reprinted in Sulzbach in 5444 (1684).,"The Sulzbach edition of 5444 (1684) was the second reprint of the Cremona Zohar Gadol, preserving the variant text of Vincenzo Conti's 1558 edition.",publication,"sulzbach, germany, zohar gadol, kabbalah",,Chabad Library/תערוכות_הספריה
1688,,,Yaavetz begins serving in a Fez synagogue as shaliach,"From 5448, the Yaavetz served as shaliach for sacred matters in a Fez synagogue, reading Torah and delivering sermons.","From 5448 (1688), the young Rabbi Yaakov ibn Tzur served as 'shaliach for every matter of holiness' in a Fez synagogue, including Torah reading and weekly sermons on halacha, aggadah, and ethics. His later rabbinic appointment letter (1697), preserved in the Ibn Tzur archive at the Agudat Chasidei Chabad library, lavishly praises his cantillation and preaching during these years.",organization,"morocco, fez, yaavetz, synagogue, chazan",,Chabad Library/מבית_הגנזים
1691,,,Yosef Schneur founds Hebrew press in Furth,The Furth Hebrew printing house was established by Yosef Schneur in 5451 (1691).,"The printer Yosef Schneur founded the Furth press in 5451 (1691). He died shortly afterwards, but the house continued to operate under his name.","publication, organization","furth, germany, yosef schneur, printing",,Chabad Library/תערוכות_הספריה
1692,,,Furth press notice of printed books,In 5452 (1692) the Furth press printed an announcement of the books issued in its house.,"The Furth press of the late Yosef Schneur printed a broadside in 5452 (1692) advertising 'the books printed in the holy community of Furth in the excellent press of the eminent Yosef Schneur z""l.' Such notices are exceptionally rare survivals from this period.",publication,"furth, germany, broadside, yosef schneur",,Chabad Library/תערוכות_הספריה
1693,,,Yaavetz appointed scribe of the Fez beit din at age 20,"In 5453, at age 20, the Yaavetz was appointed scribe of the Fez beit din under Rabbis Vidal Tzarfati and Menachem Serero.","In 5453 (1693), at age twenty, Rabbi Yaakov ibn Tzur was appointed scribe (sofer beit din) of the Fez rabbinical court led by Rabbis Vidal Tzarfati and Menachem Serero. He later recorded that during this period he visited the court rabbis two or three times daily, presenting his halachic questions and observing their adjudication. An archive document from 5459 still bears his signature with the title 'sofer.'","organization, education","morocco, fez, yaavetz, beit-din, rabbinical-court, vidal-tzarfati, menachem-serero",,Chabad Library/מבית_הגנזים
